X,Y,OBJECTID,stop_id,stop_name,stop_desc,stop_lat,stop_lon,POINT_X,POINT_Y,trip_id,stop_sequence,Time_Hour,offset,Notes,Trash,Sign,MPH,time_point,Arrive,Depart,Jurisdiction,Pullout,trip_direction,location_type,STOPTYPE,ROTATION
-108.538436179,39.0846738110001,114,S252,Orchard Avenue west of 23rd Street,No,39.08467381,-108.53843618,712910.41694454,4329057.47209529,RT3,41,:55 - :05,N, , ,Yes,40,No,,,City, ,In,0,Intermediate,0
-108.538034182,39.0845242230001,115,S253,Orchard Avenue east of 23rd Street,No,39.08452422,-108.53803418,712945.64176457,4329041.81124211,RT3,11,:25,S, , ,Yes,40,Yes,1899/12/30 05:25:01+00,1899/12/30 05:25:01+00,City, ,Out,0,Intermediate,180
-108.474299217,39.08442554,116,S396,E ½ Road west of Warrior Way (Walmart),No,39.08442554,-108.47429922,718459.37788531,4329182.25069061,RT3,24,:25 - :35,S, , ,Yes,35,No,,,City, ,Out,0,Intermediate,180
-108.551210171,39.0846955530001,117,S395,Orchard Avenue east of 12th Street,No,39.08469555,-108.55121017,711805.3390253,4329030.01371661,RT3,43,:55 - :05,N, , ,Yes,40,No,,,City, ,In,0,Intermediate,0
-108.563595124,39.0632116200001,118,S87,Downtown Transfer Facility (6th Street and South Avenue),Bench/Shelter,39.06321162,-108.56359512,710797.93582667,4326616.62780403,RT3,49,:05,0,Transfer Station,Yes,Yes,30,Yes,1899/12/30 06:05:01+00,1899/12/30 06:05:01+00,City,Yes,In,1,Transfer,0
-108.459892487,39.086014978,119,S82,Clifton Transfer Station (32 Road and I-70 Business Loop),Bench/Shelter,39.08601498,-108.45989249,719700.71578586,4329393.42877605,RT3,25,:35 - :45,0,Transfer Station,Yes,Yes,25,Yes,1899/12/30 05:35:01+00,1899/12/30 05:45:01+00,County/CDOT,Yes,In,1,Transfer,0
-108.544845736,39.084551187,120,S490,Orchard Avenue east of 17th Street,No,39.08455119,-108.54484574,712356.32651046,4329028.85353339,RT3,10,:15 - :25,S, , ,Yes,40,No,,,City, ,Out,0,Intermediate,180
-108.563595124,39.0632116200001,121,S87,Downtown Transfer Facility (6th Street and South Avenue) ,Bench/Shelter,39.06321162,-108.56359512,710797.93582667,4326616.62780403,RT3,1,:15,0,Transfer Station,Yes,Yes,30,Yes,1899/12/30 05:15:01+00,1899/12/30 05:15:01+00,City,Yes,Out,1,Transfer,0
-108.349194754,39.110214286,122,S319,3rd Street east of Main Street,No,39.11021429,-108.34919475,729198.21557203,4332353.17369858,RT4,18,:05 - :15,S, , ,Yes,25,No,,,Palisade, ,Out,0,Intermediate,180
-108.357308021,39.112242451,123,S320,1st Street east of Majestic Court (by the brick wall),No,39.11224245,-108.35730802,728490.05570734,4332557.83553152,RT4,21,:05 - :15,N, , ,Yes,25,No,,,Palisade, ,In,0,Intermediate,0
-108.36932634,39.1056396220001,124,S322,Highway 6 at Palisade High School (Inside Parking Lot),No,39.10563962,-108.36932634,727472.0292571,4331794.74741955,RT4,10,:55 - :05 Outbound :15 Inbound,S,Bus stops In-Bound and Out-Bound,Yes,Yes,35,No,,,Private,Yes,Out,0,Intermediate,180
-108.358526888,39.1021653450001,125,S323,Fairhaven Road west of Logan Street (Riverbend Park),Bench/Shelter,39.10216534,-108.35852689,728417.20607624,4331436.2341291,RT4,12,:55 - :05,S, ,Yes,Yes,25,No,,,Palisade, ,Out,0,Intermediate,210
-108.355830443,39.1017813600001,126,S324,Iowa Avenue north of Pendleton Street,No,39.10178136,-108.35583044,728651.65251001,4331400.40206713,RT4,13,:05,E, , ,Yes,20,Yes,1899/12/30 05:05:01+00,1899/12/30 05:05:01+00,Palisade, ,Out,0,Intermediate,90
-108.350546877,39.1121701060001,127,S325,1st Street east of Main Street,No,39.11217011,-108.35054688,729074.95176083,4332566.85111351,RT4,20,:05 - :15,N, , ,Yes,25,No,,,Palisade, ,In,0,Intermediate,0
-108.348441917,39.1115572470001,128,S326,Bower Avenue north of 2nd Street,No,39.11155725,-108.34844192,729258.96326851,4332504.14092987,RT4,19,:05 - :15,E, , ,Yes,25,No,,,Palisade, ,Out,0,Intermediate,90
-108.355740045,39.103549909,129,S327,Upper Iowa Avenue,No,39.10354991,-108.35574005,728653.75253117,4331596.93410587,RT4,14,:05 - :15,E, , ,Yes,20,No,,,Palisade, ,Out,0,Intermediate,90
-108.411768976,39.0917715910001,130,S328,F Road east of 34 ½ Road (Peachtree/Blossom Care Center),No,39.09177159,-108.41176898,723845.41585475,4330149.93195383,RT4,28,:15 - :25,N, , ,Yes,40,No,,,County, ,In,0,Intermediate,0
-108.403902649,39.0942072990001,131,S329,35 Road south of Highway 6,No,39.0942073,-108.40390265,724518.10820102,4330439.71108959,RT4,26,:15 - :25,W, , ,Yes,40,No,,,County, ,In,0,Intermediate,-90
-108.360324812,39.110198482,132,S330,Elberta Street north of Crawford Lane,No,39.11019848,-108.36032481,728235.78094991,4332323.36846626,RT4,22,:05 - :15,W, , ,Yes,25,No,,,Palisade, ,In,0,Intermediate,-90
-108.360380012,39.106792216,133,S331,Elberta Street north of Highway 6 (Dollar General),Bench/Private,39.10679222,-108.36038001,728242.00268596,4331945.14287287,RT4,23,:05 - :15,W, dirt preventing safe ADA accessibility , ,Yes,40,No,,,Palisade, ,In,0,Intermediate,-90
-108.360550993,39.105732162,134,S332,Elberta Avenue south of Frontage Road,No,39.10573216,-108.36055099,728230.63761004,4331827.04962825,RT4,11,:55 - :05,SW, , ,Yes,35,No,,,Palisade, ,Out,0,Intermediate,-90
-108.352052914,39.107111914,135,S338,Kluge Avenue at 7th Street,No,39.10711191,-108.35205291,728961.09845603,4332001.60315237,RT4,17,:05 - :15,E, , ,Yes,25,No,,,Palisade, ,Out,0,Intermediate,90
-108.422362489,39.093154789,136,S339,34 Road south of Highway 6,No,39.09315479,-108.42236249,722924.74027766,4330277.39617521,RT4,29,:25,E, , ,Yes,40,Yes,1899/12/30 05:25:01+00,1899/12/30 05:25:01+00,County, ,In,0,Intermediate,90
-108.422503993,39.0933403590001,137,S391,34 Road south of Highway 6,No,39.09334036,-108.42250399,722911.91604203,4330297.64623579,RT4,5,:45 - :55,W, , ,Yes,30,No,,,County, ,Out,0,Intermediate,-90
-108.354041472,39.1068469040001,138,S394,7th Street west of Peach Avenue (Fire Station),Bench/Shelter,39.1068469,-108.35404147,728789.98531468,4331967.17285788,RT4,16,:05 - :15,S, , ,Yes,35,No,,,Palisade, ,Out,0,Intermediate,180
-108.447595684,39.0918668050001,139,S451,Highway 6 east of Lois Street (No Sign - Stop and Save),Bench/Private,39.09186681,-108.44759568,720746.18803525,4330072.78018655,RT4,31,:25 - :35,N, no route sign, ,No,35,No,,,CDOT, ,In,0,Intermediate,0
-108.441296813,39.0901487470001,140,S453,Front Street west of 33 Road,No,39.09014875,-108.44129681,721296.3977932,4329897.41694449,RT4,4,:45 - :55,S, , ,Yes,30,No,,,County, ,Out,0,Intermediate,166
-108.441245523,39.091884393,141,S454,Highway 6 west of 33 Road (No Sign),No,39.09188439,-108.44124552,721295.40578564,4330090.19116915,RT4,30,:25 - :35,N, , ,No,40,No,,,CDOT, ,In,0,Intermediate,0
-108.459892487,39.086014978,142,S82,Clifton Transfer Station (32 Road and I-70 Business Loop),Bench/Shelter,39.08601498,-108.45989249,719700.71578586,4329393.42877605,RT4,1,:45,0,Transfer Station,Yes,Yes,25,Yes,1899/12/30 04:45:01+00,1899/12/30 04:45:01+00,County/CDOT,Yes,Out,1,Transfer,0
-108.407903691,39.096999284,143,S475,Highway 6 at Mount Garfield Middle School (Inside Parking Lot),No,39.09699928,-108.40790369,724163.19021387,4330739.72403752,RT4,25,:15 - :25 Inbound  :55 Outbound,0,Bus stops In-Bound and Out-Bound', ,Yes,40,No,,,Private,Yes,In,0,Intermediate,180
-108.413067479,39.0926712310001,144,S492,34 1/2 Road north of F Road (Peachtree and Blossom View) ,No,39.09267123,-108.41306748,723730.25297121,4330246.58782466,RT4,6,:45 - :55,E, , ,Yes,25,No,,,County, ,Out,0,Intermediate,90
-108.38577819,39.1027797620001,145,S495,Highway 6 west of 36 Road (Church),No,39.10277976,-108.38577819,726058.3897746,4331436.20763333,RT4,9,:55 - :05,S, , ,Yes,50,No,,,CDOT, ,Out,0,Intermediate,166
-108.396067628,39.1003390130001,146,S507,Highway 6 west of 35 ½ Road,No,39.10033901,-108.39606763,725176.28002274,4331139.71669941,RT4,8,:55 - :05,S, , ,Yes,50,No,,,CDOT, ,Out,0,Intermediate,166
-108.356234597,39.105703229,147,S511,Iowa Avenue south of Frontage Road,Bench,39.10570323,-108.3562346,728604.02036983,4331834.70141612,RT4,15,:05 - :15,E, , ,Yes,35,No,,,Palisade, ,Out,0,Intermediate,90
-108.459892487,39.086014978,148,S82,Clifton Transfer Station (32 Road And I-70 Business Loop),Bench/Shelter,39.08601498,-108.45989249,719700.71578586,4329393.42877605,RT4,32,:35,0,Transfer Station,Yes,Yes,35,Yes,1899/12/30 05:35:01+00,1899/12/30 05:35:01+00,County/CDOT,Yes,In,1,Transfer,0
-108.508763284,39.077209856,149,S90,North Avenue west of 29 ½ Road (Career Center),Bench/Shelter,39.07720986,-108.50876328,715499.99911577,4328299.00513485,RT5,15,:25 - :35,S,"just shelter, no bench", ,Yes,40,No,,,City, ,Out,0,Intermediate,180
-108.505688337,39.0789364600001,150,S93,29 1/2 Road at Community Services Campus,Bench/Shelter,39.07893646,-108.50568834,715760.76419434,4328497.94900989,RT5,16,:35,E, ,Yes,Yes,40,Yes,1899/12/30 05:35:01+00,1899/12/30 05:35:01+00,City,Yes,In,0,Intermediate,90
-108.536540454,39.077247286,151,S117,North Avenue east of 23rd Street (Teller Arms),Bench,39.07724729,-108.53654045,713096.76322368,4328237.61966485,RT5,9,:25 - :35,S, , ,Yes,35,No,,,City, ,Out,0,Intermediate,180
-108.531275358,39.077256022,152,S119,North Avenue east of 28 Road,Bench/Shelter,39.07725602,-108.53127536,713552.24202712,4328250.95573243,RT5,10,:25 - :35,S, there is no route sign for this stop, ,Yes,35,No,,,CIty, ,Out,0,Intermediate,180
-108.528509652,39.0772430430001,153,S122,North Avenue east of 28 ¼ Road (Solaris Square),Bench/Shelter,39.07724304,-108.52850965,713791.55406097,4328256.02160462,RT5,11,:25 - :35,S, ,Yes,Yes,35,No,,,City,Yes,Out,0,Intermediate,180
-108.523028827,39.077222669,154,S123,North Avenue east of 28 ½ Road (Homeward Bound),Bench/Shelter,39.07722267,-108.52302883,714265.78514925,4328266.67596817,RT5,12,:25 - :35,S, ,Yes,Yes,35,No,,,City,Yes,Out,0,Intermediate,180
-108.519294325,39.077184215,155,S124,North Avenue east of 28 ¾ Road (Walmart),Bench/Shelter,39.07718422,-108.51929432,714588.98969138,4328271.2246311,RT5,13,:25 - :35,S, ,Yes,Yes,35,No,,,City, ,Out,0,Intermediate,180
-108.55644323,39.070396439,156,S169,Grand Avenue west of 10th Street (Strive),Bench,39.07039644,-108.55644323,711395.34866382,4327430.71282756,RT9,34,:55 - :05,N, , ,Yes,30,No,,,City, ,In,0,Intermediate,0
-108.556450946,39.070247481,157,S170,Grand Avenue west of 10th Street (Strive),No,39.07024748,-108.55645095,711395.12580771,4327414.16148881,RT9,5,:15 - :25,S, , ,Yes,30,No,,,City, ,Out,0,Intermediate,180
-108.560373144,39.070238864,158,S171,Grand Avenue east of 7th Street,Bench,39.07023886,-108.56037314,711055.79362202,4327404.08499379,RT9,4,:15 - :25,S, ,Yes,Yes,30,No,,,City, ,Out,0,Intermediate,180
-108.559599646,39.0703975330001,159,S172,Grand Avenue west of 8th Street,Bench,39.07039753,-108.55959965,711122.24542293,4327423.49353524,RT9,35,:55 - :05,N, gravel and driveway preventing safe ADA accessibility , ,Yes,30,No,,,City, ,In,0,Intermediate,0
-108.570742891,39.0685569120001,160,S173,1st Street north of Rood Avenue,Bench/Shelter,39.06855691,-108.57074289,710163.57095893,4327193.35816956,RT5,3,:15 - :25,E, damage to electrical box under wic advertisement , ,Yes,25,No,,,City, ,Out,0,Intermediate,90
-108.550541308,39.0702353410001,161,S192,Grand Avenue east of 13th Street,No,39.07023534,-108.55054131,711906.47838444,4327426.58319208,RT9,6,:15 - :25,S, , ,Yes,30,No,,,City, ,Out,0,Intermediate,180
-108.551040505,39.0703824710001,162,S193,Grand Avenue west of 13th Street,No,39.07038247,-108.5510405,711862.84645118,4327441.74926736,RT9,33,:55 - :05,N, , ,Yes,30,No,,,City, ,In,0,Intermediate,0
-108.547394821,39.07013054,163,S194,Grand Avenue east of 15th Street,No,39.07013054,-108.54739482,712179.03435221,4327422.29573966,RT9,7,:15 - :25,S, , ,Yes,30,No,,,City, ,Out,0,Intermediate,180
-108.547888441,39.0703817400001,164,S195,Grand Avenue west of 15th Street,No,39.07038174,-108.54788844,712135.57250721,4327449.0243933,RT9,32,:55 - :05,N, , ,Yes,30,No,,,City, ,In,0,Intermediate,0
-108.538938447,39.0700676330001,165,S198,Grand Avenue east of 22nd Street (R-5 High School),No,39.07006763,-108.53893845,712910.89194234,4327435.09962821,RT9,9,:15 - :25,S, , ,Yes,30,No,,,City, ,Out,0,Intermediate,180
-108.539979157,39.0702037200001,166,S199,Grand Avenue west of 22nd Street (R-5 High School),Bench,39.07020372,-108.53997916,712820.43775997,4327447.76571045,RT9,31,:55 - :05,N, ,Yes,Yes,30,No,,,City, ,In,0,Intermediate,0
-108.537465772,39.0713691670001,167,S200,24th Street south of Ouray Avenue,No,39.07136917,-108.53746577,713034.39623022,4327583.01453437,RT9,30,:55 - :05,W, , ,Yes,25,No,,,City, ,In,0,Intermediate,-90
-108.537289464,39.07180836,168,S201,24th Street north of Ouray Avenue,No,39.07180836,-108.53728946,713048.32920339,4327632.17569244,RT9,10,:15 - :25,E, , ,Yes,25,No,,,City, ,Out,0,Intermediate,90
-108.53728531,39.074843931,169,S202,24th Street south of Teller Avenue,No,39.07484393,-108.53728531,713039.55468938,4327969.11479582,RT9,11,:15 - :25,E, , ,Yes,25,No,,,City, ,Out,0,Intermediate,90
-108.537453723,39.074844124,170,S203,24th Street south of Teller Avenue,Bench,39.07484412,-108.53745372,713024.98348582,4327968.74125824,RT9,29,:55 - :05,W, ,Y-PRIVATE,Yes,25,No,,,City, ,In,0,Intermediate,-90
-108.538301456,39.076675304,171,S204,23rd Street south of North Avenue (Veterans Hospital),No,39.0766753,-108.53830146,712946.13223682,4328170.00292224,RT9,12,:25,E, , ,Yes,25,Yes,1899/12/30 05:25:01+00,1899/12/30 05:25:01+00,City, ,Out,0,Intermediate,90
-108.538525106,39.0763808900001,172,S205,23rd Street south of North Avenue (Veterans Hospital),Bench/Shelter/Private,39.07638089,-108.53852511,712927.66865052,4328136.80049162,RT9,28,:55 - :05,W, , ,Yes,25,No,,,City, ,In,0,Intermediate,-90
-108.512502697,39.0772091540001,173,S235,North Avenue east of 29 Road,No,39.07720915,-108.5125027,715176.487866,4328290.06128076,RT10,25,:05 - :15,S, ,Yes,Yes,40,No,,,City, ,Out,0,Intermediate,180
-108.563633816,39.070426135,174,S254,Grand Avenue east of 5th Street (Central Library) ,Bench,39.07042613,-108.56363382,710773.11518288,4327417.29999216,RT9,36,:55 - :05,N, , ,Yes,30,No,,,City, ,In,0,Intermediate,0
-108.56435668,39.0699195660001,175,S259,5th Street south of Grand Ave (Central Library) ,No,39.06991957,-108.56435668,710712.0789021,4327359.39733951,RT9,3,:15 - :25,S, ,No,Yes,30,No,,,City, ,Out,0,Intermediate,180
-108.571066635,39.0658776010001,176,S288,1st Street and Pitkin Avenue (Catholic Outreach),No,39.0658776,-108.57106663,710143.50943257,4326895.22434103,RT5,35,:55 - :05,W, , ,Yes,25,No,,,City, ,In,0,Intermediate,-90
-108.505776919,39.0873554710001,177,S397,29 ½ Road north of Cedar Place,No,39.08735547,-108.50577692,715727.43813583,4329432.2020486,RT5,18,:35 - :45,E, , ,Yes,35,No,,,County, ,In,0,Intermediate,90
-108.515316435,39.0911225150001,178,S399,29 Road south of Patterson Road (Safeway),Bench,39.09112252,-108.51531643,714890.81013991,4329827.70247945,RT5,20,:35 - :45,W, , ,Yes,45,No,,,City, ,In,0,Intermediate,-90
-108.515292275,39.088378624,179,S405,29 Road at Graff Dairy,No,39.08837862,-108.51529228,714901.23294193,4329523.20318888,RT5,21,:35 - :45,W, , ,Yes,35,No,,,County, ,In,0,Intermediate,-90
-108.515290805,39.085186499,180,S401,29 Road north of Orchard Avenue,No,39.0851865,-108.5152908,714911.05386268,4329168.89881388,RT5,22,:35 - :45,W, , ,Yes,35,No,,,County, ,In,0,Intermediate,-90
-108.507240455,39.0919174640001,181,S466,Patterson Road west of 29 ½ Road (Maverick),Bench,39.09191746,-108.50724046,715586.93964207,4329935.08223055,RT5,19,:35 - :45,N, , ,Yes,45,No,,,City, ,In,0,Intermediate,0
-108.563595124,39.0632116200001,182,S87,Downtown Transfer Facility (6th Street and South Avenue) ,Bench/Shelter,39.06321162,-108.56359512,710797.93582667,4326616.62780403,RT5,1,:15,0,Transfer Station,Yes,Yes,25,Yes,1899/12/30 05:15:01+00,1899/12/30 05:15:01+00,City,Yes,Out,1,Transfer,0
-108.563595124,39.0632116200001,183,S87,Downtown Transfer Facility (6th Street and South Avenue) ,Bench/Shelter,39.06321162,-108.56359512,710797.93582667,4326616.62780403,RT5,37,:05,0,Transfer Station,Yes,Yes,25,Yes,1899/12/30 06:05:01+00,1899/12/30 06:05:01+00,City,Yes,In,1,Transfer,0
-108.542920648,39.042064543,184,S249,27 ½ Road north of B ½ Road,No,39.04206454,-108.54292065,712650.37641111,4324317.61604509,RT6,34,:55,E, ,No,Yes,30,Yes,1899/12/30 05:55:01+00,1899/12/30 05:55:01+00,City, ,In,0,Intermediate,90
-108.538365544,39.0397729320001,185,S225,27 ¾ Road south of B ½ Road  (City Market),No,39.03977293,-108.53836554,713051.54044251,4324073.929546,RT6,33,:45 - :55,N, ,No,Yes,40,No,,,City, ,In,0,Intermediate,90
-108.528714222,39.041187629,186,S73,B ½ Road east of Arlington Drive,No,39.04118763,-108.52871422,713882.69013858,4324253.61732293,RT6,31,:45 - :55,N, ,No,Yes,45,No,,,City, ,In,0,Intermediate,0
-108.542956601,39.044459687,187,S224,27 ½ Road north of Sunshine Lane,No,39.04445969,-108.5429566,712640.07881817,4324583.37664383,RT6,35,:55 - :05,E, ,No,Yes,30,No,,,City, ,In,0,Intermediate,90
-108.524666603,39.039935239,188,S69,28 ½ Road north of B 4/10 Road,No,39.03993524,-108.5246666,714236.83041803,4324124.1423833,RT6,10,:25 - :35,W, , ,Yes,30,No,,,City, ,Out,0,Intermediate,-90
-108.542997405,39.0479143040001,189,S223,27 ½ Road south of Unaweep Avenue,No,39.0479143,-108.54299741,712626.18248707,4324966.72025858,RT6,36,:55 - :05,E, ,No,Yes,30,No,,,City,No,In,0,Intermediate,90
-108.515182186,39.03307865,190,S71,29 Road north of Shelley Drive,No,39.03307865,-108.51518219,715078.60135264,4323385.50216898,RT6,13,:25 - :35,E, , ,Yes,35,No,,,County, ,Out,0,Intermediate,90
-108.51517738,39.030898431,191,S72,29 Road north of Highway 50 (Orchard Mesa Market),Bench,39.03089843,-108.51517738,715085.63066281,4323143.5234057,RT6,12,:25 - :35,E, , ,Yes,35,No,,,County, ,Out,0,Intermediate,90
-108.528713971,39.0411017970001,192,S74,B ½ Road east of Arlington Drive,No,39.0411018,-108.52871397,713882.97084271,4324244.09110686,RT6,9,:25 - :35,S, , ,Yes,30,No,,,City, ,Out,0,Intermediate,180
-108.534344944,39.0411057750001,193,S75,B ½ Road west of 28 Road,No,39.04110578,-108.53434494,713395.55094516,4324231.2976742,RT6,8,:25 - :35,S, , ,Yes,30,No,,,City, ,Out,0,Intermediate,180
-108.543105481,39.0417402250001,194,S76,27 ½ Road north of B ½ Road,No,39.04174022,-108.54310548,712635.35068565,4324281.18655561,RT6,6,:25,W, , ,Yes,30,Yes,1899/12/30 05:25:01+00,1899/12/30 05:25:01+00,City, ,Out,0,Intermediate,-90
-108.515010996,39.059281835,195,S92,29 Road across from Florida Street,No,39.05928183,-108.515011,715013.90908431,4326294.29586995,RT6,16,:35,E, , ,Yes,40,Yes,1899/12/30 05:35:01+00,1899/12/30 05:35:01+00,County, ,Out,0,Intermediate,90
-108.539144197,39.0410684330001,196,S94,B ½ Road west of 27 ¾ Road (City Market),No,39.04106843,-108.5391442,712980.24792824,4324215.89661765,RT6,7,:25 - :35,S, , ,Yes,30,No,,,City,Yes,Out,0,Intermediate,180
-108.561573185,39.0486428500001,197,S217,Unaweep Avenue west of Aspen Street,No,39.04864285,-108.56157319,711016.28355748,4325004.28877691,RT6,43,:55 - :05,N, , ,Yes,40,No,,,City, ,In,0,Intermediate,0
-108.557473267,39.04843907,198,S218,Unaweep Avenue west of Linden Avenue,No,39.04843907,-108.55747327,711371.73432517,4324991.19812782,RT6,3,:15 - :25,S, , ,Yes,35,No,,,City, ,Out,0,Intermediate,180
-108.557318254,39.0486067580001,199,S219,Unaweep Avenue west of Roubideau Street,Bench,39.04860676,-108.55731825,711384.65032977,4325010.17081526,RT6,42,:55 - :05,N, , ,Yes,35,No,,,City, ,In,0,Intermediate,0
-108.547175783,39.048321872,200,S220,Unaweep Avenue east of 27 ¼ Road,No,39.04832187,-108.54717578,712263.32365795,4325002.19013499,RT6,4,:15 - :25,S, , ,Yes,35,No,,,City, ,Out,0,Intermediate,180
-108.550131544,39.048488429,201,S221,Unaweep Avenue west of Cedar Street,No,39.04848843,-108.55013154,712007.00631298,4325013.77752283,RT6,38,:55 - :05,N, , ,Yes,30,No,,,City, ,In,0,Intermediate,0
-108.545627128,39.048484968,202,S222,Unaweep Avenue west of 27 3/8 Road (Orchard Mesa Middle School) ,Bench,39.04848497,-108.54562713,712396.86993145,4325023.91092907,RT6,37,:55 - :05,N, , ,Yes,30,No,,,City, ,In,0,Intermediate,0
-108.56667513,39.0502519660001,203,S226,Highway 50 north of Santa Clara Avenue,Bench,39.05025197,-108.56667513,710569.93531543,4325171.05545842,RT6,44,:55 - :05,E, ,No,Yes,25,No,,,City,No,In,0,Intermediate,90
-108.561625231,39.0484717850001,204,S227,Unaweep Avenue west of Aspen Street,No,39.04847179,-108.56162523,711012.28843929,4324985.18087871,RT6,2,:15 - :25,S, , ,Yes,35,No,,,City, ,Out,0,Intermediate,180
-108.543116401,39.0475495680001,205,S276,27 ½ Road south of Unaweep Avenue,No,39.04754957,-108.5431164,712616.97769881,4324925.95860664,RT6,5,:15 - :25,W, , ,Yes,30,No,,,City, ,Out,0,Intermediate,-90
-108.556875264,39.045349281,206,S277,Linden Avenue north of B ¾ Road (Linden Point),No,39.04534928,-108.55687526,711432.70866315,4324649.64418363,RT6,41,:55 - :05,E, , ,Yes,25,No,,,City,Yes,In,0,Intermediate,90
-108.552439109,39.0466195670001,207,S278,27 Road north of Milo Drive,No,39.04661957,-108.55243911,711812.87414857,4324800.96632675,RT6,39,:55 - :05,W, , ,Yes,25,No,,,City, ,In,0,Intermediate,-90
-108.515199609,39.036954462,208,S404,29 Road south of Chipeta Golf Course Entrance,No,39.03695446,-108.51519961,715065.33593322,4323815.65099461,RT6,14,:25 - :35,E, , ,Yes,25,No,,,City, ,Out,0,Intermediate,90
-108.524657408,39.0355479130001,209,S411,28 ½ Road north of B Road,No,39.03554791,-108.52465741,714250.88518912,4323637.19983731,RT6,11,:25 - :35,W, , ,Yes,30,No,,,City, ,Out,0,Intermediate,-90
-108.563595124,39.0632116200001,210,S87,Downtown Transfer Facility (6th Street and South Avenue) ,Bench/Shelter,39.06321162,-108.56359512,710797.93582667,4326616.62780403,RT6,1,:15,0,Transfer Station,Yes,Yes,30,Yes,1899/12/30 05:15:01+00,1899/12/30 05:15:01+00,City,Yes,Out,1,Transfer,0
-108.515216023,39.0415438210001,211,S485,29 Road north of B ½ Road,No,39.04154382,-108.51521602,715049.99223072,4324325.00164094,RT6,15,:25 - :35,E, , ,Yes,35,No,,,City, ,Out,0,Intermediate,90
-108.515223868,39.059591928,212,S496,29 Road north of Florida Street,No,39.05959193,-108.51522387,714994.54674544,4326328.21061884,RT6,28,:45 - :55,W, , ,Yes,45,No,,,County,No,In,0,Intermediate,-90
-108.534213213,39.0412329150001,213,S244,B ½ Road west of 28 Road,Bench,39.04123292,-108.53421321,713406.57058284,4324245.71862056,RT6,32,:45 - :55,N, ,No,Yes,45,No,,,City, ,In,0,Intermediate,0
-108.563595124,39.0632116200001,214,S87,Downtown Transfer Facility (6th Street and South Avenue),Bench/Shelter,39.06321162,-108.56359512,710797.93582667,4326616.62780403,RT6,45,:05,0,Transfer Station,Yes,Yes,40,Yes,1899/12/30 06:05:01+00,1899/12/30 06:05:01+00,City,Yes,In,1,Transfer,0
-108.580077951,39.081719165,215,S96,25 ½ Road north of Independent Avenue (Sam's Club),No,39.08171917,-108.58007795,709316.94532771,4328632.72189611,RT7,14,:25 - :35,E, , ,Yes,30,No,,,City, ,Out,0,Intermediate,90
-108.58008572,39.086463714,216,S98,25 ½ Road north of Pinyon (Food Bank),Bench,39.08646371,-108.58008572,709302.24229224,4329159.31655632,RT7,15,:25 - :35,E, , ,Yes,30,No,,,City, ,Out,0,Intermediate,90
-108.580083208,39.089439638,217,S99,25 ½ Road south of Patterson Road (Pomona Elementary),Bench,39.08943964,-108.58008321,709293.6582006,4329489.62980863,RT7,16,:25 - :35,E, , ,Yes,30,No,,,City, ,Out,0,Intermediate,90
-108.575388856,39.0810221030001,218,S102,Independent Avenue east of Poplar Drive,No,39.0810221,-108.57538886,709724.65519051,4328566.17052133,RT7,13,:25 - :35,N, , ,Yes,30,No,,,City, ,Out,0,Intermediate,0
-108.571557278,39.08102095,219,S104,Independent Avenue west of 1st Street,No,39.08102095,-108.57155728,710056.12451663,4328574.89762627,RT7,12,:25 - :35,N, , ,Yes,30,No,,,City, ,Out,0,Intermediate,0
-108.564703195,39.0775230140001,220,S110,North Avenue west of 5th Street,Bench,39.07752301,-108.56470319,710659.47392012,4328202.5252287,RT5,32,:55,N, ,No,Yes,30,Yes,1899/12/30 05:55:01+00,1899/12/30 05:55:01+00,City,Yes,In,0,Intermediate,0
-108.564065184,39.0772922470001,221,S111,North Avenue east of 5th Street,Bench/Shelter,39.07729225,-108.56406518,710715.3572403,4328178.39161904,RT7,5,:15 - :25,S, ,Yes,Yes,30,No,,,City, ,Out,0,Intermediate,180
-108.561889124,39.07751847,222,S112,North Avenue west of 7th Street,No,39.07751847,-108.56188912,710902.94226502,4328208.55153004,RT5,31,:45 - :55,N, , ,Yes,30,No,,,City,No,In,0,Intermediate,0
-108.552334831,39.067844102,223,S162,12th Street north of Main Street,No,39.0678441,-108.55233483,711758.44874239,4327156.98907707,RT1,10,:15-:25,E, ,No,Yes,30,No,,,City, ,Out,0,Intermediate,90
-108.552314918,39.071643239,224,S163,12th Street north of Ouray Avenue,Bench,39.07164324,-108.55231492,711748.81099995,4327578.71478578,RT1,12,:15-:25,E, , ,Yes,30,No,,,City, ,Out,0,Intermediate,90
-108.552231298,39.0756233120001,225,S166,12th Street south of North Avenue (Lincoln Park Barn),Bench/Shelter,39.07562331,-108.5522313,711744.14275899,4328020.67190824,RT1,13,:25,E, ,Yes,Yes,30,Yes,1899/12/30 05:25:01+00,1899/12/30 05:25:01+00,City,Yes,Out,0,Intermediate,90
-108.580091182,39.0929489600001,226,S214,25 ½ Road south of Dewey Place,Bench,39.09294896,-108.58009118,709282.58883669,4329879.1226204,RT7,17,:25 - :35,E, grass preventing safe ADA accessibility , ,Yes,30,No,,,City, ,Out,0,Intermediate,90
-108.580266787,39.093199391,227,S215,25 ½ Road north of Patterson Road,Bench,39.09319939,-108.58026679,709266.65938385,4329906.51399805,RT7,27,:45 - :55,W, , ,Yes,30,No,,,City, ,In,0,Intermediate,-90
